company,ceo,phone,address,website,logo
두나미스자산운용,김대욱,070-4912-0068,"서울시 강남구 테헤란로43길 8, 코데코타워 8층  (06151)",http://www.dunamiscap.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fd5-20230512103020.png
디더블유에스자산운용,변현수,02-724-7400,"서울시 종로구 청계천로 41, 영풍빌딩 19층 (110-752)",http://funds.deutscheawm.com/kr/Home,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fd3-20230512103303.png
디블록자산운용,신혜수,02-2222-5100,"서울시 강남구 도산대로 518, 4층(청담동, 더모자익 빌딩)  (06070)",http://www.dblocasset.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fd0-20230512103608.png
디비자산운용,"정경수,박용명",02-787-3700,서울시 영등포구 여의대로 24 (여의도동) 전경련회관 41층 (07320),http://www.db-asset.co.kr,/upload/logo/1e8761fba739f6724a99c2a71860bfcdc45-7fea-20230207100856.jpg
디스커버리자산운용,장하원,02-3789-6400,"서울시 영등포구 국제금융로8길19, 611호 (중앙빌딩)  (04513)",,/upload/logo/20180212072924685.jpg
디에스자산운용,김성훈,02-6296-7000,"서울시 영등포구 국제금융로10, ONE IFC 14층  (07325)",http://www.dsasset.com,/upload/logo/20170124060452165.jpg
디에이치지자산운용,"박상원, 박근오",02-6053-0665,"서울특별시 영등포구 국제금융로 10, 28층(One IFC)  (07326)",http://www.dhgamc.com/,/upload/logo/noimage.jpg
디파인자산운용,최영근,02-541-6020,"서울시 강남구 선릉로157길 12, 5층(신사동)  (06018)",http://WWW.defineib.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fcc-20230512104650.png
라살자산운용,김형섭,02-6370-6137,"서울시 종로구 종로1길 50, A동 9층 (중학동, 케이트윈타워)  ()",http://www.lasalle.com,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7f98-20221018155510.png
라이노스자산운용,이병준/하상백,02-6710-7272,"서울시 영등포구 여의공원로 101 709A호(여의도동, CCMM빌딩) CCMM빌딩 ()",http://www.rhinos.kr,/upload/logo/20160622113508092.jpg
라이언자산운용,진종언/김윤회,02-786-8833,서울시 영등포구 국제금융로2길 32 11층 (여의도파이낸스타워)  (07325),http://www.lionam.co.kr/,/upload/logo/e4d388e657fcc4ea-2c47e9be1683155ab2a-7f93.JPG
라이프자산운용,남두우/강대권,02-6105-6720,서울시 영등포구 국제금융로 10 TWO IFC 14층 1480호  (07326),http://https://investlife.com/,/upload/logo/1e8761fba739f672-67683667179e3c72cf8-7fd9-20210611161052.jpg
라쿤자산운용,홍진채,02-2088-1445,서울시 영등포구 여의나루로 53-1 대오빌딩 10층 1005호  (07327),http://www.raccoonasset.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fca-20230512110112.png
람다자산운용,지원진,02-323-0102,"서울시 영등포구 국제금융로6길 11, 12층 (삼덕빌딩)  (07330)",http://www.lambdaim.com,/upload/logo/20180212072957381.jpg
레이크자산운용,손형락,02-581-2512,"서울 서초구 서초중앙로 117, 10층 (J&J타워)  (06644)",http://www.lakeam.co.kr,/upload/logo/noimage.jpg
로만자산운용,김수환,02-6275-2331,"서울시 영등포구 국제금융로 10, 9층 908호(여의도동, Two IFC)  (07326)",http://www.roman-asset.com,/upload/logo/20160622113611115.png
로버스트자산운용,김태혁,02-787-0700,서울시 영등포구 국제금융로 8길 25 주택건설회관 3층  (07332),http://www.robust.co.kr,/upload/logo/20160627013711422.png
리딩자산운용,이동율,02-6268-6788,"서울시 영등포구 여의대로 108, 44F (파크원, Tower2)  (07332)",http://www.leadingamc.com/,/upload/logo/e4d388e657fcc4ea5f7f7ca11830c4ef6f1-7fc0-20220921141753.png
리운자산운용,김병국,02-786-7867,"서울시 영등포구 은행로 3, 605호(여의도동, 익스콘벤쳐타워) 익스콘벤쳐타워 (07237)",http://www.leewoon.com,/upload/logo/20160223094345913.gif
리치먼드자산운용,길진용,02-6276-3000,"서울시 중구 을지로148, 5층 (을지로3가, 중앙데코플라자)  (04549)",http://www.richmondam.com,/upload/logo/A01046.jpg
리코자산운용,이상범,02-561-0078,서울시 강남구 언주로 709 송암빌딩 9층 (06053),http://www.ricoasset.com/,/upload/logo/20170213101149348.jpg
리판자산운용,전경돈,02-6747-5480,서울시 영등포구 국회대로70길 19 8층(대하빌딩)  (07238),http://www.repanamc.com,/upload/logo/1e8761fba739f6725a3ceab018c66bf20e9-7ff5-20231218133619.png
릴라이언자산운용,정회영,02-782-5807,"서울시 영등포구 의사당대로1길 25, 5층 504  (07333)",http://www.relian.co.kr/,/upload/logo/20210218012416920.png
릿지자산운용,김진민,02-6956-1701,"서울특별시 영등포구 국제금융로 6길 11, 12층 (여의도동, 삼덕빌딩)  (07330)",http://ridgeasset.com,/upload/logo/1e8761fba739f672-2b58d34519da94f9307-7f1b-20260616140825.png
마르스자산운용,이예호,02-6191-0041,"서울시 강남구 테헤란로 22길 15, 4층(역삼동, 건축문화사옥) 건축문화사옥 (06236)",http://www.marsamc.co.kr,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7fd4-20221018151054.png
마스터자산운용,김동연,02-761-4050,"서울시 영등포구 국제금융로2길 37, 32층 3201호(여의도동, S-TRENUE)  (07327)",http://www.masteramk.com,/upload/logo/noimage.jpg
마스턴투자운용,박형석,02-3452-2077,"서울시 서초구 강남대로 465, 에이동 20층,21층(서초동, 교보생명보험(주) 서초사옥)  (06611)",http://www.mastern.co.kr,/upload/logo/e4d388e657fcc4ea4d8575691853d3df0f5-7fd5-20230106102931.jpg
마이다스에셋자산운용,"신진호, 신정희",02-3787-3500,서울시 종로구 경희궁길 20  (03175),http://www.midasasset.com,/upload/logo/A01050.gif
마인드자산운용,최동,02-6951-2397,"서울특별시 강남구 테헤란로8길 40, 4층(역삼동, 알티넷빌딩)  (06240)",http://www.mindam.co.kr/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7ff9-20230512113057.png
마제스티자산운용,윤남호,02-782-9810,"서울시 영등포구 국제금융로 20, 2층(여의도동, 율촌빌딩)  (07327)",http://www.majestyasset.co.kr,/upload/logo/1e8761fba739f672-4c12d4161847a0ac102-7fc9-20221201161815.JPG
마크자산운용,"이달호, 임동균",02-6265-2075,서울시 영등포구 여의대로 24 전경련회관 40층  (07320),http://markasset.co.kr/home/,/upload/logo/1e8761fba739f67219928b6c181cb91a430-7ff4-20220707145812.png
맥쿼리자산운용,서범식/김용환,02-3705-8500,"서울시 종로구 우정국로26, A동, 18층 (센트로폴리스)  (03161)",http://www.mkif.co.kr,/upload/logo/20151117043311125.gif
머스트자산운용,김두용,02-578-5080,"서울시 강남구 언주로 30길 39, 3층(도곡동, 린스퀘어)  (06292)",http://www.mustinvestment.com,/upload/logo/1e8761fba739f6729b64901880d750dfb-7ff8-20230512114002.png
메리츠대체투자운용,신준현,02-6336-2900,"서울특별시 영등포구 국제금융로 10 Three IFC, 17층  (07326)",http://www.meritzaim.co.kr/,/upload/logo/1e8761fba739f6721d61e96e171953b7084-7fd1-20200508165107.JPG
메자닌플러스자산운용,박호진,02-539-6512,"서울시 강남구 봉은사로 297, 8층(KJ타워)  (06109)",http://www.mezzplusasset.com/,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7f89-20221018155839.jpg
멜론자산운용,박종희,02-784-1760,"서울특별시 영등포구 국제금융로 10, 2아이에프씨 24층 2450호(여의도동, 서울 국제금융 센터)  (07326)",http://www.melonasset.co.kr,/upload/logo/e4d388e657fcc4ea-7d43b4e5169b760daa7-7f49.png
모루자산운용,동일권,02-6713-6330,"서울특별시 용산구 대사관로31길 25-10, 4층(한남동)  (04401)",http://www.moruasset.com,/upload/logo/20180212073036309.jpg
모비딕자산운용,진일정,02-6956-9831,"서울특별시 서초구 강남대로331, 15층 1502호  (06627)",http://dkam.co.kr/,/upload/logo/noimage.jpg
모트자산운용,신민재,02-6713-5811,"서울시 영등포구 국제금융로 70, 1801호(여의도동, 미원빌딩)  (07333)",http://pumeam.com/,/upload/logo/e4d388e657fcc4ea-1a6f84619fd9618f91-7fc0-20260828103627.jpg
미래에셋자산운용,"최창훈, 이준용",02-1577-1640,"서울시 종로구 종로 33(청진동, 그랑서울) Tower1  (03159)",http://investments.miraeasset.com,/upload/logo/A01048.gif
바로자산운용,정희종,02-3467-1650,"서울시 강남구 테헤란로 512, 4층(대치동, 신안빌딩)  (06179)",http://www.baroam.com,/upload/logo/e4d388e657fcc4ea6b59fb2516f879facd9-7fe4-20200115175115.jpg
바스티언자산운용,"최재영, 김기용",02-761-4510,"서울시 영등포구 여의대로 24 (여의도동, 28-1) 전경련회관 40층  (07320)",http://www.bastionamc.co.kr/,/upload/logo/e4d388e657fcc4ea2d79419618bf0aa6c6e-7fcb-20231218101242.jpeg
밸류시스템자산운용,양기정,02-6925-1814,서울특별시 강남구 영동대로 114길 35  (06081),http://www.valuesystem.co.kr,/upload/logo/noimage.jpg
베네투스자산운용,서태원,02-6929-0127,"서울시 영등포구 국제금융로8길 19, 716호(중앙빌딩)  (07333)",http://www.hastings.co.kr,/upload/logo/20170824045855349.jpg
베스타스자산운용,한진수,02-6016-2000,"서울시 종로구 종로3길 17, D1동 9층 (청진동, 디타워)  (03155)",http://www.vestasinvest.com,/upload/logo/A01096.gif
베어링자산운용,박종학,02-3788-0500,"서울시 중구 을지로 29, 7층  (04523)",http://www.barings.com/ko-kr/individual,/upload/logo/20160917053117811.JPG
벤코어인베스트먼츠자산운용,TENG LIN MAO,02-561-1572,"서울특별시 중구 세종대로 14, 그랜드센트럴 24층  (04527)",http://www.fairfield.co.kr,/upload/logo/noimage.jpg
벨에포크자산운용,이현수,02-548-2340,"서울시 강남구 도산대로 317, 4층 (신사동, 호림아트센터)  (06179)",,/upload/logo/1e8761fba739f6729b64901880d750dfb-7f58-20230516143854.png
보고펀드자산운용,이재우,02-3788-0770,서울시 영등포구 국제금융로 10 Three IFC 51층  (07326),http://www.vogo-fund.com/,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fc7-20230512121653.png
브라이트자산운용,최우식,02-761-7615,"서울시 영등포구 국제금융로 10, Three IFC 44층  (07326)",http://brightinvest.co.kr/,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fc6-20230512121805.png
브라이튼자산운용,박점희,02-780-2380,"서울시 강남구 영동대로520, 2층 (아이파크타워)  (06170)",http://https://www.brighten-am.com/hm/brightenam.aspx,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fc5-20230512121949.png
브레인자산운용,김태준,02-6277-5000,"서울시 영등포구 국제금융로8길 2, 6층  (07325)",http://www.brainib.com,/upload/logo/A01114.gif
브룩필드자산운용코리아,박준우,02-6744-3100,"서울시 영등포구 국제금융로10, 27층 (One IFC)  (07326)",http://https://brookfieldsouthkorea.kr/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7ff7-20230512122252.png
브이아이자산운용,이동근,02-727-2700,서울시 영등포구 국제금융로 10 서울국제금융센터 Three IFC 16층  (07326),http://www.hi-am.com,/upload/logo/20210316051733266.png
브이아이피자산운용,최준철/김민국,02-6202-8150,"서울시 서초구 사평대로 343, 4층, 5층  (06543)",http://www.vipasset.co.kr,/upload/logo/e4d388e657fcc4ea-62dfd13b16518b31dab-7fe9.JPG
브이앤에스자산운용,이남호,02-518-5379,서울시 강남구 압구정로60길 11 K빌딩 4층  (06015),http://www.vnsinvestment.com,/upload/logo/20160421094009716.jpg
브이자산운용,고재원,02-3703-9800,"서울특별시 강남구 테헤란로 447, 6층(삼성동, KB우준타워) KB우준타워 (06158)",http://www.feynmanasset.com,/upload/logo/e4d388e657fcc4ea54b40e18178d7fbe99a-7fd9-20210427162610.JPG
블랙록자산운용,이윤표,02-751-0500,"서울시 종로구 종로33 그랑서울 타워1, 20층   (03159)",http://www.blackrock.co.kr,/upload/logo/e4d388e657fcc4ea1e61a66118e73599e19-7fc6-20240404134725.png
블랙보드자산운용,박 선 규,02-542-2920,"서울특별시 강남구 도산대로 171, 401호  (06037)",http://www.blackboardasset.com,/upload/logo/noimage.jpg
블루코브자산운용,김승범,02-6744-0800,"울시 종로구 경희궁길 27, 4층 (블루코브스퀘어)  (03176)",http://www.bluecoveinvestment.com,/upload/logo/1e8761fba739f6729b64901880d750dfb-7ff5-20230512123348.png
블리츠자산운용,김태규/최예열,02-761-7350,"서울시 영등포구 국제금융로10, 1070호 (Two IFC)  (07326)",http://www.blitz-asset.com,/upload/logo/20250402090350497.png
비엔비자산운용,김광현,02-476-4840,"서울시 영등포구 국제금융로 10, 24층(Two IFC)  (07326)",http://www.bnbasset.com,/upload/logo/20260708100237417.png
비엔케이자산운용,성경식,02-6910-1100,"서울시 영등포구 국제금융로2길 32, 21층  (07325)",http://www.bnkasset.co.kr,/upload/logo/20160212031315015.gif
비욘드자산운용,박상용,02-783-7300,"서울시 강남구 강남대로388, 14층 (강남센타빌딩)  (06232)",http://www.urichasset.com,/upload/logo/e4d388e657fcc4ea6b59fb2516f879facd9-7fa9-20200203101154.jpg
비전자산운용,김준년,02-557-2987,"서울시 영등포구 국제금융로10, 20층(여의도동, Two IFC)  (07330)",http://www.visionasset.co.kr,/upload/logo/1e8761fba739f672-5c4449d2183eefdc52c-7ff0-20221021151252.png
비케이피엘자산운용,박재민,02-6959-0795,서울시 강남구 학동로 523 루나빌딩 3층(청담동)  (06072),http://balbeckpl.com/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7ff2-20230512124645.png
비피자산운용,배관식,010-9410-7970,"서울특별시 영등포구 국제금융로20, 3층 A07호(율촌빌딩)  ()",http://bpamc.co.kr,/upload/logo/noimage.jpg
빌리언폴드자산운용,김대현/안형진,02-6272-8756,"서울시 영등포구 여의대로 24, 23층(전경련회관)  (07320)",http://billionfold.com,/upload/logo/1e8761fba739f672-5c4449d2183eefdc52c-7feb-20221021151907.JPG
사람사점영자산운용,이준혁,02-6952-6813,"서울특별시 서초구 강남대로 349, 15층(서초동, 우남빌딩)  (06626)",http://www.saram4.com/,/upload/logo/noimage.jpg
사우스피크자산운용,정승훈,02-784-7620,"서울특별시 강남구 테헤란로 211, 16층(역삼동, 케이에프에이에스빌딩)  (07326)",,/upload/logo/1e8761fba739f672-2366035019ede121a49-7f8a-20260703095932.png
산은인프라자산운용,장병돈,02-6333-3500,"서울시 영등포구 여의대로 24, 37층 전국경제인연합회회관 37층 (37320)",http://www.kinfra.co.kr,/upload/logo/A01064.jpg
삼성액티브자산운용,하지원,02-3774-7775,서울시 서초구 서초대로 74길 11 삼성전자빌딩 7층  (06620),http://www.samsungactive.co.kr,/upload/logo/20170213101351851.jpg
삼성에스알에이자산운용,김정근,02-310-2500,서울시 서초구 서초대로74길 4 삼성생명 서초타워 16층  (06620),http://www.samsungsra.com,/upload/logo/1e8761fba739f6727d8e60c218e989cecef-7fc3-20240416101917.png
삼성자산운용,김우석,02-3774-7600,서울시 서초구 서초대로 74길 11 삼성전자빌딩 16층  (06620),http://www.samsungfund.com,/upload/logo/A01005.gif
삼성헤지자산운용,김용광,02-3774-7513,서울시 서초구 서초대로 74길 11 삼성전자빌딩 7층  (06620),http://www.samsunghedge.com,/upload/logo/20170213101510768.jpg
삼천리자산운용,박충선,02-786-8376,서울시 영등포구 국제금융로 6길 42 (여의도동) 삼천리빌딩 2층  (07328),http://www.sig-fund.com,/upload/logo/A01081.gif
서울에셋매니지먼트,"김재규, 윤현종",02-6949-2910,"서울시 영등포구 국제금융로10, Two IFC 9층  (07326)",http://seoulassetmgmt.com,/upload/logo/1e8761fba739f672-50acda9c186ba53019d-7ff7-20230307161655.png
서울투자자산운용,안정민,02-761-9230,서울시 영등포구 국제금융로2길 37 704호 에스트레뉴 (07327),http://seoulinv.co.kr,/upload/logo/1e8761fba739f672-2b58d34519da94f9307-7ffb-20260421091708.png
서진자산운용,조재형,02-3452-8999,서울시 강남구 영동대로 75길9 수암빌딩 5층  (06182),http://www.tmasset.co.kr,/upload/logo/noimage.jpg
선스피어자산운용,김석창,02-783-7760,"서울 영등포구 국회대로 74길9, 901호(여의도동,삼보빌딩)  (07238)",http://WWW.SUNSPEARASSET.COM,/upload/logo/noimage.jpg
센터피스자산운용,"김영진, 심창일",02-6956-0731,"서울특별시 영등포구 국제금융로 20, 3층 A03(여의도동, 율촌빌딩)  (07327)",http://www.cp-amc.com,/upload/logo/noimage.jpg
셀레니언자산운용,윤익로,02-725-3313,"서울시 영등포구 국제금융로20, 13층(율촌빌딩)  (07327)",http://www.celenian.com,/upload/logo/e4d388e657fcc4ea3abd4681825d5061bf-7ff3-20220812163638.png
솔리드런자산운용,김찬일,02-738-1585,"서울특별시 종로구 청계천로41, 12층(서린동, 영풍빌딩)  (03188)",http://www.solidrun.co.kr,/upload/logo/1e8761fba739f672-65d5f2a188b3c58505-7fc4-20230623124014.png
수성자산운용,박세연,02-554-1860,"서울시 영등포구 국제금융로10, Three IFC 34층  (07326)",http://www.susungasset.co.kr,/upload/logo/20170622080831286.jpg
수협자산운용,김현욱,02-799-7800,"서울시 영등포구 국제금융로8길 11, 13층(여의도동, 대영빌딩)  (07333)",http://www.suhyup-asset.com/,/upload/logo/e4d388e657fcc4ea58d0c4a619ad75c7c2e-7fd8-20251210170911.jpg
슈로더자산운용,정유선,02-6390-5000,"서울특별시 종로구 청계천로 41 (서린동), 영풍빌딩 3층  (03188)",http://www.schroders.com,/upload/logo/e4d388e657fcc4ea4684179f1876daaf26e-7fd0-20230417143946.png
스마일게이트자산운용,이찬열,02-2192-5400,"서울시 강남구 테헤란로 217, 오렌지플래닛빌딩 14층  (06142)",http://www.smilegateam.com,/upload/logo/20180212073200368.jpg
스카이워크자산운용,황이석,02-761-0981,"서울시 영등포구 국제금융로 10, ONE IFC 28F  (07326)",,/upload/logo/1e8761fba739f672-7ffdcc0c16b3135395d-7f08.JPG
스퀘어자산운용,허운석,02-2069-0726,"서울시 강남구 테헤란로20길 16, 8층 금정빌딩 (06235)",http://www.fingerfn.co.kr,/upload/logo/noimage.jpg
스타로드자산운용,이혜원,02-319-1996,서울시 중구 세종대로 136 서울파이낸스센터 9층  (04520),http://starlordamc.com/,/upload/logo/20210219011823319.png
스탠버그자산운용,구균,02-780-5771,"서울특별시 서초구 강남대로95길 12, 2층 (잠원동, 에버빌딩)  (07327)",http://www.tbw-investment.com,/upload/logo/1e8761fba739f672-65d5f2a188b3c58505-7fc2-20230623124114.png
스틱얼터너티브자산운용,신도철,02-6267-9810,"서울시 영등포구 국제금융로10, 30층 (여의도동, 쓰리아이에프씨)  (07326)",http://www.stic-alternative.com,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fef-20230512133040.jpg
스팍스자산운용,김병학,02-570-1600,"서울시 종로구 새문안로 82, 에스타워 2층  (03185)",http://www.sparxkorea.com,/upload/logo/20190717061452845.png
슬기자산운용,전효준,02-782-8776,서울시 영등포구 국제금융로2길 37 에스트레뉴 1402호  (07327),http://www.wisdomasset.co.kr,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fee-20230512133208.png
시몬느자산운용,차순연,02-2159-6000,서울시 영등포구 국제금융로2길 24 9층 (07325),http://www.simonefg.co.kr,/upload/logo/20140407020919254.gif
신라자산운용,최문호,02-3446-7031,"서울시 금천구 가산디지털1로181, 306호 (가산w센터)  (08503)",http://https://hdeinvest.com/,/upload/logo/e4d388e657fcc4ea-106430c8186fc55f3f4-7fe7-20230322105920.png
신영자산운용,엄준흠,02-6711-7500,서울시 영등포구 국제금융로8길6  (150-884),http://www.syfund.co.kr,/upload/logo/A01017.gif
신한자산운용,조재민,02-767-5777,"서울시 영등포구 의사당대로 96, 23~26층 (TP Tower)  (07321)",http://www.shbnppam.com,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7fbf-20221018153021.jpg
써밋자산운용,하경모,02-2039-0363,"서울시 영등포구 의사당대로 8, 태흥빌딩 5층 505호  (07236)",http://summitam.co.kr,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fc4-20230512141725.png
씨비알이인베스트먼트매니지먼트자산운용,김은정,02-398-1555,서울시 종로구 종로47 SC제일은행 본점빌딩 19층  (03160),http://www.cbreim.com,/upload/logo/e4d388e657fcc4ea-10e84bb617ba06957c9-7fc2-20211007180457.jpg
씨스퀘어자산운용,최종혁,02-2138-1450,"서울시 영등포구 여의나루로57, 8층(여의도동, 신송센터빌딩)  (07327)",http://www.csquaredasset.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fc3-20230512141911.png
씨앗자산운용,박현준,02-566-2170,서울특별시 강남구 강남대로 110길 50  (06128),http://www.ssiaat.com,/upload/logo/20180212073257228.jpg
씨에이씨파트너스자산운용,이동열,02-539-3906,서울시 강남구 봉은사로 543 6층(삼성동 두에빌딩)  (06087),,/upload/logo/1e8761fba739f672646f90161874b13020d-7fdd-20230407153952.png
씨엘자산운용,권광석,02-542-7165,"서울특별시 강남구 압구정로42길 25-12, 3~5층(신사동)  (06017)",http://www.cielinv.com,/upload/logo/1e8761fba739f6721895fa5819fd9a04582-7fe9-20260813131853.jpg
아너스자산운용,목진오,02-780-8990,"서울시 영등포구 국제금융로2길 32, 13층(여의도동, 여의도파이낸스타워)  (07325)",http://www.honorsasset.com,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7f5c-20221028134656.png
아람자산운용,최완석,02-6339-2055,"서울시 영등포구 여의대방로 67길 22, 802호(여의도동, 태양빌딩)  (07333)",http://www.aramfund.co.kr,/upload/logo/20160421094120991.jpg
아르고스자산운용,정유채,031-8023-9094,"경기도 성남시 수정구 위례서일로 12, 1동 409호, 410호(창곡동, 우남 이타워 프라자)  (13647)",http://argosasset.co.kr,/upload/logo/e4d388e657fcc4ea4d8575691853d3df0f5-7fcc-20230109162526.png
아름자산운용,오상훈,02-780-1840,"울특별시 영등포구 여의공원로 111, 9층(여의도동, 여의도 태영빌딩)  (07241)",http://arumasset.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fc1-20230512143105.png
아샘자산운용,주영근,02-761-6150,"서울시 영등포구 여의나루로 53-1, 804호 (여의도동, 대오빌딩)  (07327)",http://www.asam4u.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fbf-20230512143126.png
아스트라자산운용,김태호,02-783-1460,") 서울특별시 강남구 봉은사로 215, 4층(논현동, KTS빌딩)  (06109)",http://www.astraasset.co.kr,/upload/logo/20180417082413719.jpg
